LEAID,#schools,#students,district,state,Tier
806780,3,223.0,School District No. R-4 in the county of Kit Carson and Stat,CO,Tier 1
806810,9,3454.0,Summit School District No. Re 1,CO,Tier 2
806840,2,313.0,Swink School District No. 33 in the county of Otero and St,CO,Tier 1
806870,4,867.0,Telluride School District No. R-1,CO,Tier 1
806900,53,36654.0,Adams 12 Five Star Schools,CO,Tier 4
806930,2,44.0,Kiowa County School District No. Re-2,CO,Tier 1
806960,3,774.0,Trinidad School District 1 in the county of Las Animas and,CO,Tier 1
806990,2,76.0,Vilas School District Re-5,CO,Tier 1
807050,1,158.0,North Park School District R-1,CO,Tier 1
807080,3,539.0,Huerfano School District Re-1,CO,Tier 1
807110,2,150.0,Walsh School District No. Re-1,CO,Tier 1
807140,2,213.0,School District No. Re-20 Weldon Valley,CO,Tier 1
807200,3,343.0,Custer County School District Consolidate 1,CO,Tier 1
807230,20,8373.0,Westminster Public Schools,CO,Tier 3
807260,2,221.0,Primero Reorganized School District No. 2,CO,Tier 1
807290,3,744.0,School District No. Re-50 Wiggins,CO,Tier 1
807320,2,263.0,Wiley School District No. Re-13 Jt,CO,Tier 1
807350,13,7477.0,Weld County Reorganized School District No. Re-4,CO,Tier 3
807380,5,2055.0,Woodland Park School District No. Re-2,CO,Tier 2
807410,2,78.0,Woodlin School District No. R-104,CO,Tier 1
899200,2,125.0,Centennial BOCES,CO,Tier 1
899300,1,74.0,San Juan boces,CO,Tier 1
900002,17,11331.0,Connecticut Technical Education and Career System,CT,Tier 4
900005,1,1063.0,Regional School District 19,CT,Tier 1
900007,1,685.0,Jumoke Academy District,CT,Tier 1
900009,1,328.0,Odyssey Community School District,CT,Tier 1
900010,1,353.0,Integrated Day Charter School District,CT,Tier 1
900011,1,281.0,Interdistrict School for Arts and Comm District,CT,Tier 1
900014,1,235.0,Common Ground High School District,CT,Tier 1
900015,1,281.0,The Bridge Academy District,CT,Tier 1
900016,1,235.0,Side By Side Charter School District,CT,Tier 1
900018,1,85.0,Explorations District,CT,Tier 1
900024,1,1134.0,Amistad Academy District,CT,Tier 1
900028,1,502.0,New Beginnings Inc Family Academy District,CT,Tier 1
900030,1,173.0,Andover School District,CT,Tier 1
900033,1,360.0,Park City Prep Charter School District,CT,Tier 1
900060,4,2127.0,Ansonia School District,CT,Tier 2
900070,2,1211.0,Area Cooperative Educational Services,CT,Tier 1
900090,1,370.0,Ashford School District,CT,Tier 1
900120,5,3064.0,Avon School District,CT,Tier 2
900150,1,183.0,Barkhamsted School District,CT,Tier 1
900207,1,447.0,Highville Charter School District,CT,Tier 1
900208,1,1127.0,Achievement First Bridgeport Academy District,CT,Tier 1
900210,5,2681.0,Berlin School District,CT,Tier 2
900212,1,1163.0,Achievement First Hartford Academy District,CT,Tier 1
900214,1,774.0,Elm City College Preparatory School District,CT,Tier 1
900215,1,361.0,Brass City Charter School District,CT,Tier 1
900216,1,259.0,Elm City Montessori School District,CT,Tier 1
900217,1,480.0,Booker T. Washington Academy District,CT,Tier 1
900219,1,670.0,Great Oaks Charter School District,CT,Tier 1
900220,1,391.0,Stamford Charter School for Excellence District,CT,Tier 1
900221,1,785.0,Capital Preparatory Harbor School District,CT,Tier 1
900240,1,369.0,Bethany School District,CT,Tier 1
900270,5,3061.0,Bethel School District,CT,Tier 2
900330,7,2044.0,Bloomfield School District,CT,Tier 2
900360,2,747.0,Bolton School District,CT,Tier 1
900390,1,173.0,Bozrah School District,CT,Tier 1
900420,5,2501.0,Branford School District,CT,Tier 2
900450,36,19186.0,Bridgeport School District,CT,Tier 4
900510,13,7367.0,Bristol School District,CT,Tier 3
900540,4,2548.0,Brookfield School District,CT,Tier 2
900570,2,816.0,Brooklyn School District,CT,Tier 1
900630,1,68.0,Canaan School District,CT,Tier 1
900660,2,428.0,Canterbury School District,CT,Tier 1
900690,4,1498.0,Canton School District,CT,Tier 1
900700,16,8497.0,Capitol Region Education Council,CT,Tier 3
900720,1,130.0,Chaplin School District,CT,Tier 1
900750,7,4054.0,Cheshire School District,CT,Tier 3
900780,1,200.0,Chester School District,CT,Tier 1
900810,3,1563.0,Clinton School District,CT,Tier 1
900840,4,2177.0,Colchester School District,CT,Tier 2
900870,1,75.0,Colebrook School District,CT,Tier 1
900900,1,400.0,Columbia School District,CT,Tier 1
900910,1,449.0,Cooperative Educational Services,CT,Tier 1
900930,1,104.0,Cornwall School District,CT,Tier 1
900960,4,1509.0,Coventry School District,CT,Tier 1
900990,4,1974.0,Cromwell School District,CT,Tier 1
901020,18,11722.0,Danbury School District,CT,Tier 4
901050,7,4653.0,Darien School District,CT,Tier 3
901080,1,218.0,Deep River School District,CT,Tier 1
901110,5,1201.0,Derby School District,CT,Tier 1
901170,4,826.0,East Granby School District,CT,Tier 1
901200,3,930.0,East Haddam School District,CT,Tier 1
901230,4,1810.0,East Hampton School District,CT,Tier 1
901260,12,6001.0,East Hartford School District,CT,Tier 3
901290,8,2770.0,East Haven School District,CT,Tier 2
901320,5,2526.0,East Lyme School District,CT,Tier 2
901350,3,1034.0,East Windsor School District,CT,Tier 1
901360,3,302.0,Eastern Connecticut Regional Educational Service Center (EAS,CT,Tier 1
901380,1,138.0,Eastford School District,CT,Tier 1
901410,2,856.0,Easton School District,CT,Tier 1
901440,5,2619.0,Ellington School District,CT,Tier 2
901470,8,4599.0,Enfield School District,CT,Tier 3
901500,1,311.0,Essex School District,CT,Tier 1
901530,16,9194.0,Fairfield School District,CT,Tier 3
901560,7,3971.0,Farmington School District,CT,Tier 2
901590,1,163.0,Franklin School District,CT,Tier 1
901620,8,5623.0,Glastonbury School District,CT,Tier 3
901680,4,1719.0,Granby School District,CT,Tier 1
901710,15,8730.0,Greenwich School District,CT,Tier 3
901740,4,1663.0,Griswold School District,CT,Tier 1
901770,8,4007.0,Groton School District,CT,Tier 3
901800,7,3075.0,Guilford School District,CT,Tier 2
901860,10,4959.0,Hamden School District,CT,Tier 3
901890,1,72.0,Hampton School District,CT,Tier 1
901920,39,16809.0,Hartford School District,CT,Tier 4
901950,1,145.0,Hartland School District,CT,Tier 1
902010,2,636.0,Hebron School District,CT,Tier 1
902040,1,207.0,Kent School District,CT,Tier 1
902070,4,2242.0,Killingly School District,CT,Tier 2
902130,3,934.0,Lebanon School District,CT,Tier 1
902160,5,2326.0,Ledyard School District,CT,Tier 2
902190,1,427.0,Lisbon School District,CT,Tier 1
902220,4,815.0,Litchfield School District,CT,Tier 1
902280,5,2420.0,Madison School District,CT,Tier 2
902310,10,5703.0,Manchester School District,CT,Tier 3
902340,4,1037.0,Mansfield School District,CT,Tier 1
902370,1,441.0,Marlborough School District,CT,Tier 1
902400,12,7583.0,Meriden School District,CT,Tier 3
902490,11,4263.0,Middletown School District,CT,Tier 3
902520,13,5325.0,Milford School District,CT,Tier 3
902550,5,3160.0,Monroe School District,CT,Tier 2
902580,5,1866.0,Montville School District,CT,Tier 1
902640,9,4080.0,Naugatuck School District,CT,Tier 3
902670,14,9051.0,New Britain School District,CT,Tier 3
902700,5,4215.0,New Canaan School District,CT,Tier 3
902730,4,2118.0,New Fairfield School District,CT,Tier 2
902760,3,417.0,New Hartford School District,CT,Tier 1
902790,39,19215.0,New Haven School District,CT,Tier 4
902820,8,3248.0,New London School District,CT,Tier 2
902850,5,3705.0,New Milford School District,CT,Tier 2
902880,7,3950.0,Newington School District,CT,Tier 2
902910,7,3936.0,Newtown School District,CT,Tier 2
902940,1,80.0,Norfolk School District,CT,Tier 1
902970,4,1600.0,North Branford School District,CT,Tier 1
903000,1,248.0,North Canaan School District,CT,Tier 1
903030,6,3059.0,North Haven School District,CT,Tier 2
903060,2,702.0,North Stonington School District,CT,Tier 1
903090,21,11468.0,Norwalk School District,CT,Tier 4
903120,10,3196.0,Norwich School District,CT,Tier 2
903180,3,1070.0,Old Saybrook School District,CT,Tier 1
903210,4,1232.0,Orange School District,CT,Tier 1
903240,4,1595.0,Oxford School District,CT,Tier 1
903270,5,1906.0,Plainfield School District,CT,Tier 1
903300,5,2245.0,Plainville School District,CT,Tier 2
903330,4,1288.0,Plymouth School District,CT,Tier 1
903360,1,336.0,Pomfret School District,CT,Tier 1
903390,5,1266.0,Portland School District,CT,Tier 1
903420,2,400.0,Preston School District,CT,Tier 1
903450,6,2288.0,Learn,CT,Tier 2
903480,3,1092.0,Putnam School District,CT,Tier 1
903510,2,804.0,Redding School District,CT,Tier 1
903515,4,871.0,Regional School District 06,CT,Tier 1
903520,4,2179.0,Regional School District 10,CT,Tier 2
903530,4,681.0,Regional School District 12,CT,Tier 1
903535,5,1423.0,Regional School District 13,CT,Tier 1
903536,4,1575.0,Regional School District 14,CT,Tier 1
903537,7,3482.0,Regional School District 15,CT,Tier 2
903538,4,1988.0,Regional School District 16,CT,Tier 1
903539,5,1831.0,Regional School District 17,CT,Tier 1
903540,5,1281.0,Regional School District 18,CT,Tier 1
903570,1,201.0,Regional School District 11,CT,Tier 1
903600,1,315.0,Regional School District 01,CT,Tier 1
903630,2,817.0,Regional School District 04,CT,Tier 1
903660,3,2151.0,Regional School District 05,CT,Tier 2
903720,2,904.0,Regional School District 07,CT,Tier 1
903750,2,1276.0,Regional School District 08,CT,Tier 1
903780,1,827.0,Regional School District 09,CT,Tier 1
903810,9,4481.0,Ridgefield School District,CT,Tier 3
903840,5,2629.0,Rocky Hill School District,CT,Tier 2
903900,1,384.0,Salem School District,CT,Tier 1
903930,1,310.0,Salisbury School District,CT,Tier 1
903960,1,88.0,Scotland School District,CT,Tier 1
903990,4,2093.0,Seymour School District,CT,Tier 2
904020,1,112.0,Sharon School District,CT,Tier 1
904050,8,4300.0,Shelton School District,CT,Tier 3
904080,1,250.0,Sherman School District,CT,Tier 1
904110,7,3961.0,Simsbury School District,CT,Tier 2
904140,3,1301.0,Somers School District,CT,Tier 1
904170,6,4437.0,South Windsor School District,CT,Tier 3
904230,12,5984.0,Southington School District,CT,Tier 3
904260,1,248.0,Sprague School District,CT,Tier 1
904290,5,1336.0,Stafford School District,CT,Tier 1
904320,21,15823.0,Stamford School District,CT,Tier 4
904350,1,307.0,Sterling School District,CT,Tier 1
904380,4,1872.0,Stonington School District,CT,Tier 1
904440,13,6468.0,Stratford School District,CT,Tier 3
904470,4,2057.0,Suffield School District,CT,Tier 2
904500,3,806.0,Thomaston School District,CT,Tier 1
904530,3,954.0,Thompson School District,CT,Tier 1
904560,4,2253.0,Tolland School District,CT,Tier 2
904590,6,3572.0,Torrington School District,CT,Tier 2
904620,9,6470.0,Trumbull School District,CT,Tier 3
904650,1,46.0,Union School District,CT,Tier 1
904680,7,2995.0,Vernon School District,CT,Tier 2
904710,1,245.0,Voluntown School District,CT,Tier 1
904740,12,5316.0,Wallingford School District,CT,Tier 3
904830,29,16852.0,Waterbury School District,CT,Tier 4
904860,5,2281.0,Waterford School District,CT,Tier 2
904890,5,2609.0,Watertown School District,CT,Tier 2
904920,16,8951.0,West Hartford School District,CT,Tier 3
904950,9,5586.0,West Haven School District,CT,Tier 3
904980,3,645.0,Westbrook School District,CT,Tier 1
905010,4,2266.0,Weston School District,CT,Tier 2
905040,7,5247.0,Westport School District,CT,Tier 3
905070,7,3509.0,Wethersfield School District,CT,Tier 2
905100,2,397.0,Willington School District,CT,Tier 1
905130,4,3679.0,Wilton School District,CT,Tier 2
905160,2,535.0,Winchester School District,CT,Tier 1
905190,7,3002.0,Windham School District,CT,Tier 2
905220,6,3239.0,Windsor School District,CT,Tier 2
905250,4,1455.0,Windsor Locks School District,CT,Tier 1
905280,5,2138.0,Wolcott School District,CT,Tier 2
905310,1,816.0,Woodbridge School District,CT,Tier 1
905370,2,789.0,Woodstock School District,CT,Tier 1
905371,1,2102.0,Norwich Free Academy District,CT,Tier 2
905372,1,452.0,The Gilbert School District,CT,Tier 1
905373,1,1043.0,The Woodstock Academy District,CT,Tier 1
1000004,1,965.0,Charter School of Wilmington,DE,Tier 1
1000005,1,112.0,Positive Outcomes Charter School,DE,Tier 1
1000006,1,449.0,East Side Charter School,DE,Tier 1
1000007,1,413.0,Campus Community School,DE,Tier 1
1000010,1,701.0,Edison (Thomas A.) Charter School,DE,Tier 1
1000011,1,1126.0,Sussex Academy,DE,Tier 1
1000014,1,644.0,Kuumba Academy Charter School,DE,Tier 1
1000015,1,2436.0,Newark Charter School,DE,Tier 2
1000016,1,579.0,Delaware Military Academy,DE,Tier 1
1000017,1,329.0,Academy of Dover Charter School,DE,Tier 1
1000018,1,707.0,Providence Creek Academy Charter School,DE,Tier 1
1000019,1,1383.0,MOT Charter School,DE,Tier 1
1000024,1,762.0,Charter School of New Castle,DE,Tier 1
1000026,1,1926.0,Odyssey Charter School,DE,Tier 1
1000050,1,1060.0,Las Americas Aspira Academy,DE,Tier 1
1000052,1,158.0,Gateway Lab School,DE,Tier 1
1000053,1,612.0,Academia Antonia Alonso,DE,Tier 1
1000054,1,604.0,First State Montessori Academy,DE,Tier 1
1000055,1,399.0,Early College High School at Del State,DE,Tier 1
1000057,1,458.0,First State Military Academy,DE,Tier 1
1000059,1,501.0,Freire Charter School Wilmington,DE,Tier 1
1000062,1,318.0,Great Oaks Charter School,DE,Tier 1
1000063,1,260.0,Sussex Montessori School,DE,Tier 1
1000080,21,11914.0,Appoquinimink School District,DE,Tier 4
1000170,10,5892.0,Cape Henlopen School District,DE,Tier 3
1000180,14,7960.0,Caesar Rodney School District,DE,Tier 3
1000190,13,6332.0,Capital School District,DE,Tier 3
1000200,28,12963.0,Christina School District,DE,Tier 4
1000230,15,9795.0,Colonial School District,DE,Tier 3
1000270,3,1365.0,Delmar School District,DE,Tier 1
1000680,16,10592.0,Indian River School District,DE,Tier 4
1000750,1,1182.0,POLYTECH School District,DE,Tier 1
1000790,7,3505.0,Lake Forest School District,DE,Tier 2
1000810,4,2546.0,Laurel School District,DE,Tier 2
1001080,6,4214.0,Milford School District,DE,Tier 3
1001240,17,10405.0,Brandywine School District,DE,Tier 4
1001280,4,4644.0,New Castle County Vocational-Technical School District,DE,Tier 3
1001300,28,15057.0,Red Clay Consolidated School District,DE,Tier 4
1001530,7,3224.0,Seaford School District,DE,Tier 2
1001620,8,5883.0,Smyrna School District,DE,Tier 3
1001680,1,1239.0,Sussex Technical School District,DE,Tier 1
1001850,4,2478.0,Woodbridge School District,DE,Tier 2
1100005,1,374.0,Cesar Chavez PCS for Public Policy,DC,Tier 1
1100008,15,4519.0,Friendship PCS,DC,Tier 3
1100009,2,583.0,Elsie Whitlow Stokes Community Freedom PCS,DC,Tier 1
1100011,1,446.0,Perry Street Preparatory PCS,DC,Tier 1
1100013,1,316.0,IDEA PCS,DC,Tier 1
1100014,1,178.0,Maya Angelou PCS,DC,Tier 1
1100015,1,603.0,Meridian PCS,DC,Tier 1
1100019,2,734.0,Washington Latin PCS,DC,Tier 1
1100020,1,117.0,Roots PCS,DC,Tier 1
1100022,1,221.0,SEED PCS,DC,Tier 1
1100029,1,428.0,Cedar Tree Academy PCS,DC,Tier 1
1100030,115,49809.0,District of Columbia Public Schools,DC,Tier 4
1100031,18,6963.0,KIPP DC PCS,DC,Tier 3
1100032,1,519.0,Latin American Montessori Bilingual PCS,DC,Tier 1
1100034,1,367.0,Thurgood Marshall Academy PCS,DC,Tier 1
1100035,3,1008.0,Capital City PCS,DC,Tier 1
1100039,2,716.0,Paul PCS,DC,Tier 1
1100042,1,478.0,DC Bilingual PCS,DC,Tier 1
1100043,3,1190.0,E.L. Haynes PCS,DC,Tier 1
1100044,1,372.0,Mary McLeod Bethune Day Academy PCS,DC,Tier 1
1100045,3,974.0,Two Rivers PCS,DC,Tier 1
1100048,6,2160.0,DC Prep PCS,DC,Tier 2
1100049,2,705.0,Eagle Academy PCS,DC,Tier 1
1100051,2,567.0,Hope Community PCS,DC,Tier 1
1100054,6,492.0,AppleTree Early Learning PCS,DC,Tier 1
1100055,1,396.0,Bridges PCS,DC,Tier 1
1100057,1,287.0,Early Childhood Academy PCS,DC,Tier 1
1100058,1,288.0,Howard University Middle School of Math and Science PCS,DC,Tier 1
1100064,1,243.0,St. Coletta Special Education PCS,DC,Tier 1
1100072,1,261.0,Achievement Preparatory Academy PCS,DC,Tier 1
1100073,6,1450.0,Center City PCS,DC,Tier 1
1100077,1,577.0,Washington Yu Ying PCS,DC,Tier 1
1100080,1,514.0,Inspired Teaching Demonstration PCS,DC,Tier 1
1100081,1,288.0,Shining Stars Montessori Academy PCS,DC,Tier 1
1100082,1,299.0,Richard Wright PCS for Journalism and Media Arts,DC,Tier 1
1100083,1,663.0,BASIS DC PCS,DC,Tier 1
1100084,1,540.0,Creative Minds International PCS,DC,Tier 1
1100085,1,607.0,DC Scholars PCS,DC,Tier 1
1100086,2,955.0,Mundo Verde Bilingual PCS,DC,Tier 1
1100087,1,27.0,DYRS,MD,Tier 1
1100088,1,260.0,Sela PCS,DC,Tier 1
1100090,1,756.0,Ingenuity Prep PCS,DC,Tier 1
1100093,2,382.0,Lee Montessori PCS,DC,Tier 1
1100096,1,113.0,Harmony DC PCS,DC,Tier 1
1100097,1,1442.0,District of Columbia International School,DC,Tier 1
1100099,1,258.0,Kingsman Academy PCS,DC,Tier 1
1100100,1,88.0,Monument Academy PCS,DC,Tier 1
1100101,1,281.0,The Children's Guild DC PCS,DC,Tier 1
1100102,1,229.0,Washington Global PCS,DC,Tier 1
1100103,1,409.0,Washington Leadership Academy PCS,DC,Tier 1
1100104,1,272.0,Breakthrough Montessori PCS,DC,Tier 1
1100105,1,362.0,Goodwill Excel Center PCS,DC,Tier 1
1100106,3,1524.0,Rocketship Education DC PCS,DC,Tier 1
1100109,1,338.0,Digital Pioneers Academy PCS,DC,Tier 1
1100110,1,185.0,Statesmen College Preparatory Academy for Boys PCS,DC,Tier 1
1100111,1,91.0,The Sojourner Truth School PCS,DC,Tier 1
1100112,1,51.0,Capital Village PCS,DC,Tier 1
1100113,1,65.0,Girls Global Academy PCS,DC,Tier 1
1100114,1,56.0,I Dream PCS,DC,Tier 1
1100115,1,48.0,Social Justice PCS,DC,Tier 1
1200002,6,13480.0,FL VIRTUAL,FL,Tier 4
1200030,64,28300.0,ALACHUA,FL,Tier 4
1200060,9,4943.0,BAKER,FL,Tier 3
1200090,49,25278.0,BAY,FL,Tier 4
1200120,13,2216.0,BRADFORD,FL,Tier 2
1200150,114,70996.0,BREVARD,FL,Tier 4
1200180,332,259846.0,BROWARD,FL,Tier 4
1200210,7,2062.0,CALHOUN,FL,Tier 2
1200240,26,15284.0,CHARLOTTE,FL,Tier 4
1200270,27,15413.0,CITRUS,FL,Tier 4
1200300,52,38268.0,CLAY,FL,Tier 4
1200330,74,46329.0,COLLIER,FL,Tier 4
1200360,19,9805.0,COLUMBIA,FL,Tier 3
1200390,529,334429.0,MIAMI-DADE,FL,Tier 4
1200420,11,4614.0,DESOTO,FL,Tier 3
1200450,10,2131.0,DIXIE,FL,Tier 2
1200480,204,126815.0,DUVAL,FL,Tier 4
1200510,69,38465.0,ESCAMBIA,FL,Tier 4
1200540,14,12853.0,FLAGLER,FL,Tier 4
1200570,7,1226.0,FRANKLIN,FL,Tier 1
1200600,18,4924.0,GADSDEN,FL,Tier 3
1200630,8,2736.0,GILCHRIST,FL,Tier 2
1200660,9,1751.0,GLADES,FL,Tier 1
1200690,7,1840.0,GULF,FL,Tier 1
1200720,7,1579.0,HAMILTON,FL,Tier 1
1200750,12,4939.0,HARDEE,FL,Tier 3
1200780,17,13629.0,HENDRY,FL,Tier 4
1200810,34,22621.0,HERNANDO,FL,Tier 4
1200840,24,12111.0,HIGHLANDS,FL,Tier 4
1200870,313,218943.0,HILLSBOROUGH,FL,Tier 4
1200900,10,3131.0,HOLMES,FL,Tier 2
1200930,29,17570.0,INDIAN RIVER,FL,Tier 4
1200960,19,6248.0,JACKSON,FL,Tier 3
1200990,6,706.0,JEFFERSON,FL,Tier 1
1201020,6,1170.0,LAFAYETTE,FL,Tier 1
1201050,65,43706.0,LAKE,FL,Tier 4
1201080,121,94927.0,LEE,FL,Tier 4
1201110,57,32592.0,LEON,FL,Tier 4
1201140,16,5448.0,LEVY,FL,Tier 3
1201170,9,1273.0,LIBERTY,FL,Tier 1
1201200,13,2425.0,MADISON,FL,Tier 2
1201230,80,49181.0,MANATEE,FL,Tier 4
1201260,62,41177.0,MARION,FL,Tier 4
1201290,35,18240.0,MARTIN,FL,Tier 4
1201320,25,8547.0,MONROE,FL,Tier 3
1201350,20,11898.0,NASSAU,FL,Tier 4
1201380,53,31614.0,OKALOOSA,FL,Tier 4
1201410,19,6263.0,OKEECHOBEE,FL,Tier 3
1201440,273,199833.0,ORANGE,FL,Tier 4
1201470,85,68640.0,OSCEOLA,FL,Tier 4
1201500,236,188832.0,PALM BEACH,FL,Tier 4
1201530,104,77125.0,PASCO,FL,Tier 4
1201560,157,96068.0,PINELLAS,FL,Tier 4
1201590,167,105368.0,POLK,FL,Tier 4
1201620,25,10319.0,PUTNAM,FL,Tier 4
1201650,42,27770.0,SANTA ROSA,FL,Tier 4
1201680,62,42618.0,SARASOTA,FL,Tier 4
1201710,77,66226.0,SEMINOLE,FL,Tier 4
1201740,55,44550.0,ST. JOHNS,FL,Tier 4
1201770,53,41779.0,ST. LUCIE,FL,Tier 4
1201800,13,8675.0,SUMTER,FL,Tier 3
1201830,15,5708.0,SUWANNEE,FL,Tier 3
1201860,11,2731.0,TAYLOR,FL,Tier 2
1201890,8,2344.0,UNION,FL,Tier 2
1201920,92,61088.0,VOLUSIA,FL,Tier 4
1201950,15,4963.0,WAKULLA,FL,Tier 3
1201980,23,10355.0,WALTON,FL,Tier 4
1202010,10,3399.0,WASHINGTON,FL,Tier 2
