LEAID,#schools,#students,district,state,Tier
2925170,2,239.0,PILOT GROVE C-4,MO,Tier 1
2925210,2,543.0,PLATO R-V,MO,Tier 1
2925230,7,4269.0,PLATTE CO. R-III,MO,Tier 3
2925290,3,637.0,CLINTON CO. R-III,MO,Tier 1
2925330,5,2161.0,PLEASANT HILL R-III,MO,Tier 2
2925350,4,736.0,PLEASANT HOPE R-VI,MO,Tier 1
2925410,3,393.0,POLO R-VII,MO,Tier 1
2925450,10,5137.0,POPLAR BLUFF R-I,MO,Tier 3
2925500,4,1988.0,POTOSI R-III,MO,Tier 1
2925530,2,148.0,PRAIRIE HOME R-V,MO,Tier 1
2925590,2,339.0,PRINCETON R-V,MO,Tier 1
2925620,2,628.0,PURDY R-II,MO,Tier 1
2925640,3,642.0,PUTNAM CO. R-I,MO,Tier 1
2925650,4,776.0,PUXICO R-VIII,MO,Tier 1
2925710,3,756.0,RALLS CO. R-II,MO,Tier 1
2926040,1,136.0,RAYMONDVILLE R-VII,MO,Tier 1
2926070,20,7906.0,RAYTOWN C-2,MO,Tier 3
2926160,7,1769.0,REEDS SPRING R-IV,MO,Tier 1
2926190,1,92.0,RENICK R-V,MO,Tier 1
2926220,8,4989.0,REPUBLIC R-III,MO,Tier 3
2926310,2,345.0,RICH HILL R-IV,MO,Tier 1
2926370,1,364.0,RICHARDS R-V,MO,Tier 1
2926400,2,279.0,RICHLAND R-I,MO,Tier 1
2926430,2,501.0,RICHLAND R-IV,MO,Tier 1
2926480,4,1446.0,RICHMOND R-XVI,MO,Tier 1
2926490,2,76.0,RIDGEWAY R-V,MO,Tier 1
2926550,1,106.0,RIPLEY CO. R-III,MO,Tier 1
2926580,1,120.0,RIPLEY CO. R-IV,MO,Tier 1
2926610,2,188.0,RISCO R-II,MO,Tier 1
2926640,10,6228.0,RITENOUR,MO,Tier 3
2926670,13,5056.0,RIVERVIEW GARDENS,MO,Tier 3
2926760,10,3983.0,SPECL. SCH. DST. ST. LOUIS CO.,MO,Tier 2
2926790,2,349.0,ROCK PORT R-II,MO,Tier 1
2926850,31,19822.0,ROCKWOOD R-VI,MO,Tier 4
2926890,8,4108.0,ROLLA 31,MO,Tier 3
2926940,1,53.0,ROSCOE C-1,MO,Tier 1
2926970,3,618.0,COLE CO. R-I,MO,Tier 1
2927060,24,10643.0,ST. JOSEPH,MO,Tier 4
2927090,4,1413.0,SALEM R-80,MO,Tier 1
2927330,1,58.0,HARDEMAN R-X,MO,Tier 1
2927450,1,52.0,OREARVILLE R-IV,MO,Tier 1
2927520,2,452.0,SALISBURY R-IV,MO,Tier 1
2927540,2,726.0,SARCOXIE R-II,MO,Tier 1
2927570,7,2318.0,SAVANNAH R-III,MO,Tier 2
2927600,2,178.0,NORTHEAST VERNON CO. R-I,MO,Tier 1
2927630,5,2063.0,SCHOOL OF THE OSAGE,MO,Tier 2
2927660,2,578.0,SCHUYLER CO. R-I,MO,Tier 1
2927830,9,4953.0,SEDALIA 200,MO,Tier 3
2927870,3,663.0,SENATH-HORNERSVILLE C-8,MO,Tier 1
2927900,5,1476.0,SENECA R-VII,MO,Tier 1
2927930,3,712.0,SEYMOUR R-II,MO,Tier 1
2928080,1,53.0,SHAWNEE R-III,MO,Tier 1
2928110,3,706.0,SHELBY CO. R-IV,MO,Tier 1
2928140,2,276.0,NORTH SHELBY,MO,Tier 1
2928170,2,192.0,SHELDON R-VIII,MO,Tier 1
2928200,1,119.0,SHELL KNOB 78,MO,Tier 1
2928260,8,3338.0,SIKESTON R-6,MO,Tier 2
2928290,2,444.0,SILEX R-I,MO,Tier 1
2928360,2,346.0,SLATER,MO,Tier 1
2928380,2,533.0,SMITHTON R-VI,MO,Tier 1
2928410,5,2643.0,SMITHVILLE R-II,MO,Tier 2
2928430,4,749.0,SOUTH CALLAWAY CO. R-II,MO,Tier 1
2928470,2,278.0,SOUTH IRON CO. R-I,MO,Tier 1
2928500,2,173.0,SOUTH NODAWAY CO. R-IV,MO,Tier 1
2928530,3,631.0,SOUTH PEMISCOT CO. R-V,MO,Tier 1
2928560,4,1807.0,SOUTHERN BOONE CO. R-I,MO,Tier 1
2928590,2,450.0,SOUTHERN REYNOLDS CO. R-II,MO,Tier 1
2928620,2,237.0,SOUTHLAND C-9,MO,Tier 1
2928680,2,207.0,SOUTHWEST LIVINGSTON CO. R-I,MO,Tier 1
2928710,3,755.0,SOUTHWEST R-V,MO,Tier 1
2928740,4,743.0,SPARTA R-III,MO,Tier 1
2928770,1,25.0,SPICKARD R-II,MO,Tier 1
2928800,3,687.0,SPOKANE R-VII,MO,Tier 1
2928860,55,23594.0,SPRINGFIELD R-XII,MO,Tier 4
2928920,12,4792.0,ST. CHARLES R-VI,MO,Tier 3
2928950,23,16936.0,FRANCIS HOWELL R-III,MO,Tier 4
2929100,5,2221.0,ST. CLAIR R-XIII,MO,Tier 2
2929130,2,270.0,ST. ELIZABETH R-IV,MO,Tier 1
2929170,4,2060.0,CENTRAL R-III,MO,Tier 2
2929250,3,1811.0,ST. JAMES R-I,MO,Tier 1
2929280,74,19299.0,ST. LOUIS CITY,MO,Tier 4
2929340,2,323.0,STANBERRY R-II,MO,Tier 1
2929370,4,1823.0,STE. GENEVIEVE CO. R-II,MO,Tier 1
2929430,3,977.0,STEELVILLE R-III,MO,Tier 1
2929490,2,240.0,STEWARTSVILLE C-2,MO,Tier 1
2929520,5,892.0,STOCKTON R-I,MO,Tier 1
2929580,2,412.0,STOUTLAND R-II,MO,Tier 1
2929610,2,737.0,MORGAN CO. R-I,MO,Tier 1
2929640,4,1302.0,STRAFFORD R-VI,MO,Tier 1
2929670,1,119.0,STRASBURG C-3,MO,Tier 1
2929700,3,435.0,STURGEON R-V,MO,Tier 1
2929730,1,101.0,SUCCESS R-VI,MO,Tier 1
2929760,4,2061.0,SULLIVAN,MO,Tier 2
2929810,2,434.0,SUMMERSVILLE R-II,MO,Tier 1
2929820,1,312.0,SUNRISE R-IX,MO,Tier 1
2929850,1,49.0,SWEDEBORG R-III,MO,Tier 1
2929880,2,416.0,SWEET SPRINGS R-VII,MO,Tier 1
2929910,1,148.0,TANEYVILLE R-II,MO,Tier 1
2929940,2,345.0,TARKIO R-I,MO,Tier 1
2930270,2,674.0,THAYER R-II,MO,Tier 1
2930300,2,139.0,TINA-AVALON R-II,MO,Tier 1
2930330,3,496.0,TIPTON R-VI,MO,Tier 1
2930360,3,1104.0,TRENTON R-IX,MO,Tier 1
2930390,2,174.0,TRI-COUNTY R-VII,MO,Tier 1
2930420,3,1291.0,EAST NEWTON CO. R-VI,MO,Tier 1
2930450,11,6493.0,TROY R-III,MO,Tier 3
2930510,2,199.0,MILLER CO. R-III,MO,Tier 1
2930520,4,887.0,TWIN RIVERS R-X,MO,Tier 1
2930570,5,2425.0,UNION R-XI,MO,Tier 2
2930600,3,152.0,UNION STAR R-II,MO,Tier 1
2930660,7,2553.0,UNIVERSITY CITY,MO,Tier 2
2930690,3,870.0,VALLEY PARK,MO,Tier 1
2930720,2,413.0,VALLEY R-VI,MO,Tier 1
2930750,2,483.0,VAN BUREN R-I,MO,Tier 1
2930780,2,576.0,VAN-FAR R-I,MO,Tier 1
2930810,2,352.0,VERONA R-VII,MO,Tier 1
2930840,4,1297.0,MORGAN CO. R-II,MO,Tier 1
2930870,3,473.0,MARIES CO. R-I,MO,Tier 1
2930900,2,227.0,WEST NODAWAY CO. R-I,MO,Tier 1
2930990,2,280.0,WALNUT GROVE R-V,MO,Tier 1
2931020,8,3258.0,WARRENSBURG R-VI,MO,Tier 2
2931050,6,3082.0,WARREN CO. R-III,MO,Tier 2
2931070,4,1209.0,WARSAW R-IX,MO,Tier 1
2931110,11,3808.0,WASHINGTON,MO,Tier 2
2931140,4,864.0,KINGSTON K-14,MO,Tier 1
2931230,1,146.0,RICHWOODS R-VII,MO,Tier 1
2931440,10,5928.0,WAYNESVILLE R-VI,MO,Tier 3
2931460,2,351.0,WEAUBLEAU R-III,MO,Tier 1
2931500,11,4567.0,WEBB CITY R-VII,MO,Tier 3
2931530,10,4409.0,WEBSTER GROVES,MO,Tier 3
2931560,2,404.0,WELLINGTON-NAPOLEON R-IX,MO,Tier 1
2931620,2,333.0,WELLSVILLE MIDDLETOWN R-I,MO,Tier 1
2931650,20,16791.0,WENTZVILLE R-IV,MO,Tier 4
2931680,5,2615.0,WEST PLAINS R-VII,MO,Tier 2
2931710,2,666.0,WEST PLATTE CO. R-II,MO,Tier 1
2931800,2,430.0,MIDWAY R-I,MO,Tier 1
2931830,3,790.0,OSAGE CO. R-III,MO,Tier 1
2931860,3,556.0,WESTRAN R-I,MO,Tier 1
2931890,1,126.0,WESTVIEW C-6,MO,Tier 1
2931920,2,305.0,WHEATLAND R-II,MO,Tier 1
2931950,2,452.0,WHEATON R-III,MO,Tier 1
2932010,9,4582.0,WILLARD R-II,MO,Tier 3
2932070,3,1260.0,WILLOW SPRINGS R-IV,MO,Tier 1
2932100,5,2995.0,WINDSOR C-1,MO,Tier 2
2932110,2,681.0,HENRY CO. R-I,MO,Tier 1
2932190,4,1577.0,WINFIELD R-IV,MO,Tier 1
2932220,2,472.0,WINONA R-III,MO,Tier 1
2932250,2,140.0,WINSTON R-VI,MO,Tier 1
2932300,2,276.0,WORTH CO. R-III,MO,Tier 1
2932310,5,1687.0,WRIGHT CITY R-II OF WARREN CO.,MO,Tier 1
2932490,2,223.0,ZALMA R-V,MO,Tier 1
3000002,2,553.0,Somers Elem,MT,Tier 1
3000003,7,536.0,Cut Bank Elem,MT,Tier 1
3000004,1,11.0,Mountain View Elem,MT,Tier 1
3000005,13,5123.0,Helena Elem,MT,Tier 3
3000006,2,125.0,Broadus Elem,MT,Tier 1
3000007,1,6.0,South Stacey Elem,MT,Tier 1
3000008,2,67.0,Ashland Elem,MT,Tier 1
3000090,2,105.0,Noxon Elem,MT,Tier 1
3000091,2,17.0,Dept of Corrections-Youth,MT,Tier 1
3000093,4,68.0,Liberty Elem,MT,Tier 1
3000094,1,66.0,West Glacier Elem,MT,Tier 1
3000095,1,172.0,Lame Deer H S,MT,Tier 1
3000096,2,127.0,North Star Elem,MT,Tier 1
3000097,1,49.0,North Star HS,MT,Tier 1
3000098,4,151.0,Chester-Joplin-Inverness El,MT,Tier 1
3000099,3,177.0,Heart Butte K-12 Schools,MT,Tier 1
3000100,2,36.0,Mont Sch for Deaf Blind,MT,Tier 1
3000101,1,52.0,Chester-Joplin-Inverness HS,MT,Tier 1
3000102,5,137.0,Dutton/Brady K-12 Schools,MT,Tier 1
3000654,3,409.0,Big Sky School K-12,MT,Tier 1
3000655,5,1505.0,East Helena K-12,MT,Tier 1
3000656,4,1330.0,Lockwood K-12,MT,Tier 1
3000932,2,130.0,Shields Valley Elem,MT,Tier 1
3000933,1,53.0,Shields Valley H S,MT,Tier 1
3001710,2,105.0,Absarokee Elem,MT,Tier 1
3001740,1,74.0,Absarokee H S,MT,Tier 1
3001860,3,160.0,Alberton K-12 Schools,MT,Tier 1
3001950,1,9.0,Alzada Elem,MT,Tier 1
3001980,1,136.0,Amsterdam Elem,MT,Tier 1
3002010,3,728.0,Anaconda Elem,MT,Tier 1
3002030,1,309.0,Anaconda H S,MT,Tier 1
3002070,2,208.0,Anderson Elem,MT,Tier 1
3002220,2,286.0,Arlee Elem,MT,Tier 1
3002250,1,115.0,Arlee H S,MT,Tier 1
3002300,2,59.0,Arrowhead Elem,MT,Tier 1
3002430,2,66.0,Augusta Elem,MT,Tier 1
3002450,1,22.0,Augusta H S,MT,Tier 1
3002490,1,12.0,Auchard Creek Elem,MT,Tier 1
3002550,1,25.0,Avon Elem,MT,Tier 1
3002570,1,7.0,Ayers Elem,MT,Tier 1
3002640,3,167.0,Bainville K-12 Schools,MT,Tier 1
3002730,4,452.0,Baker K-12 Schools,MT,Tier 1
3002820,1,22.0,Basin Elem,MT,Tier 1
3002850,2,217.0,Smith Valley Elem,MT,Tier 1
3003000,1,5.0,Bear Paw Elem,MT,Tier 1
3003090,1,323.0,Beaverhead County H S,MT,Tier 1
3003270,3,66.0,Belfry K-12 Schools,MT,Tier 1
3003290,4,2297.0,Belgrade Elem,MT,Tier 2
3003330,1,987.0,Belgrade H S,MT,Tier 1
3003420,3,253.0,Belt Elem,MT,Tier 1
3003450,1,81.0,Belt H S,MT,Tier 1
3003480,1,9.0,Benton Lake Elem,MT,Tier 1
3003600,1,6.0,Biddle Elem,MT,Tier 1
3003660,1,8.0,Spring Creek Elem,MT,Tier 1
3003750,3,195.0,Big Sandy K-12,MT,Tier 1
3003800,2,286.0,Big Timber Elem,MT,Tier 1
3003820,2,582.0,Bigfork Elem,MT,Tier 1
3003840,1,315.0,Bigfork H S,MT,Tier 1
3003870,28,10980.0,Billings Elem,MT,Tier 4
3003900,3,5550.0,Billings H S,MT,Tier 3
3003990,1,10.0,Birney Elem,MT,Tier 1
3004050,1,5.0,Cleveland Elem,MT,Tier 1
3004200,1,8.0,Bloomfield Elem,MT,Tier 1
3004230,1,177.0,Blue Creek Elem,MT,Tier 1
3004260,2,344.0,Bonner Elem,MT,Tier 1
3004380,2,157.0,Boulder Elem,MT,Tier 1
3004440,2,299.0,Box Elder Elem,MT,Tier 1
3004500,1,105.0,Box Elder H S,MT,Tier 1
3004560,10,4464.0,Bozeman Elem,MT,Tier 3
3004590,2,2389.0,Bozeman H S,MT,Tier 2
3004800,3,182.0,Bridger K-12 Schools,MT,Tier 1
3004860,1,69.0,Powder River Co Dist H S,MT,Tier 1
3004890,2,109.0,Broadview Elem,MT,Tier 1
3004920,1,38.0,Broadview H S,MT,Tier 1
3004980,3,632.0,Townsend K-12 Schools,MT,Tier 1
3005010,2,115.0,Brockton Elem,MT,Tier 1
3005040,1,37.0,Brockton H S,MT,Tier 1
3005130,1,5.0,Brorson Elem,MT,Tier 1
3005140,7,1392.0,Browning Elem,MT,Tier 1
3005190,1,611.0,Browning H S,MT,Tier 1
3005280,7,2948.0,Butte Elem,MT,Tier 2
3005310,1,1280.0,Butte H S,MT,Tier 1
3005330,1,21.0,Bynum Elem,MT,Tier 1
3005460,2,256.0,Canyon Creek Elem,MT,Tier 1
3005550,1,31.0,Cardwell Elem,MT,Tier 1
3005610,1,44.0,Carter County H S,MT,Tier 1
3005760,1,5.0,Carter Elem,MT,Tier 1
3005850,3,152.0,Vaughn Elem,MT,Tier 1
3005880,2,188.0,Cascade Elem,MT,Tier 1
3005910,1,91.0,Cascade H S,MT,Tier 1
3005990,2,260.0,Cayuse Prairie Elem,MT,Tier 1
3006030,1,20.0,McCormick Elem,MT,Tier 1
3006110,3,472.0,St Ignatius K-12 Schools,MT,Tier 1
3006112,2,171.0,Charlo Elem,MT,Tier 1
3006115,1,85.0,Charlo H S,MT,Tier 1
3006260,3,224.0,Chinook Elem,MT,Tier 1
3006270,1,109.0,Chinook H S,MT,Tier 1
3006320,2,236.0,Choteau Elem,MT,Tier 1
3006330,1,108.0,Choteau H S,MT,Tier 1
3006790,3,136.0,Circle Elem,MT,Tier 1
3006810,1,61.0,Circle H S,MT,Tier 1
3006840,2,356.0,Clancy Elem,MT,Tier 1
3006870,2,201.0,Clinton Elem,MT,Tier 1
3007030,1,13.0,Cohagen Elem,MT,Tier 1
3007050,2,404.0,Colstrip Elem,MT,Tier 1
3007080,1,152.0,Colstrip H S,MT,Tier 1
3007110,3,1430.0,Columbia Falls Elem,MT,Tier 1
3007140,1,645.0,Columbia Falls H S,MT,Tier 1
3007190,2,462.0,Columbus Elem,MT,Tier 1
3007200,1,214.0,Columbus H S,MT,Tier 1
3007320,1,143.0,Conrad H S,MT,Tier 1
3007330,3,328.0,Conrad Elem,MT,Tier 1
3007350,1,5.0,Cooke City Elem,MT,Tier 1
3007410,4,1264.0,Corvallis K-12 Schools,MT,Tier 1
3007500,1,17.0,Cottonwood Elem,MT,Tier 1
3007710,1,103.0,Creston Elem,MT,Tier 1
3007830,2,190.0,Culbertson Elem,MT,Tier 1
3007860,1,81.0,Culbertson H S,MT,Tier 1
3007930,1,495.0,Custer County H S,MT,Tier 1
3007950,1,0.0,Spring Creek Elem,MT,Tier 1
3007980,1,64.0,Kinsey Elem,MT,Tier 1
3008010,1,6.0,S Y Elem,MT,Tier 1
3008040,1,0.0,S H Elem,MT,Tier 1
3008130,3,103.0,Custer K-12 Schools,MT,Tier 1
3008190,1,218.0,Cut Bank H S,MT,Tier 1
3008280,3,319.0,Darby K-12 Schools,MT,Tier 1
3008310,1,12.0,Davey Elem,MT,Tier 1
3008340,1,334.0,Dawson H S,MT,Tier 1
3008400,1,6.0,Lindsay Elem,MT,Tier 1
3008470,1,14.0,Deer Creek Elem,MT,Tier 1
3008670,2,382.0,Deer Lodge Elem,MT,Tier 1
3008700,2,146.0,Deer Park Elem,MT,Tier 1
3008730,1,16.0,Deerfield Elem,MT,Tier 1
3008850,1,7.0,Denton H S,MT,Tier 1
3008860,2,31.0,Denton Elem,MT,Tier 1
3008880,2,99.0,DeSmet Elem,MT,Tier 1
3008910,2,680.0,Dillon Elem,MT,Tier 1
3009000,1,7.0,Divide Elem,MT,Tier 1
3009030,2,52.0,Dixon Elem,MT,Tier 1
3009120,3,89.0,Dodson K-12,MT,Tier 1
3009180,2,114.0,Drummond Elem,MT,Tier 1
3009210,1,61.0,Drummond H S,MT,Tier 1
3009330,1,14.0,Dupuyer Elem,MT,Tier 1
3009510,1,54.0,East Glacier Park Elem,MT,Tier 1
3009670,2,98.0,Ekalaka Elem,MT,Tier 1
3009720,2,616.0,Elder Grove Elem,MT,Tier 1
3009780,1,18.0,Elliston Elem,MT,Tier 1
3009840,2,380.0,Elysian Elem,MT,Tier 1
3009930,3,387.0,Ennis K-12 Schools,MT,Tier 1
3010080,2,433.0,Eureka Elem,MT,Tier 1
3010140,2,194.0,Fairfield Elem,MT,Tier 1
3010170,1,123.0,Fairfield H S,MT,Tier 1
3010210,2,178.0,Fairview Elem,MT,Tier 1
3010230,2,160.0,Fair-Mont-Egan Elem,MT,Tier 1
3010290,1,117.0,Fairview H S,MT,Tier 1
3010530,1,332.0,Fergus H S,MT,Tier 1
3010800,1,14.0,Fishtail Elem,MT,Tier 1
3010820,1,13.0,Wise River Elem,MT,Tier 1
3010920,2,662.0,Evergreen Elem,MT,Tier 1
3010950,2,82.0,Olney-Bissell Elem,MT,Tier 1
3011100,3,785.0,Florence-Carlton K-12 Schls,MT,Tier 1
3011160,2,203.0,Forsyth Elem,MT,Tier 1
3011190,1,90.0,Forsyth H S,MT,Tier 1
3011240,2,226.0,Fort Benton Elem,MT,Tier 1
3011260,1,93.0,Fort Benton H S,MT,Tier 1
3011340,2,62.0,Fortine Elem,MT,Tier 1
3011420,2,70.0,Frazer Elem,MT,Tier 1
3011460,1,35.0,Frazer H S,MT,Tier 1
3011520,4,1345.0,Frenchtown K-12 Schools,MT,Tier 1
3011550,2,63.0,Froid Elem,MT,Tier 1
3011580,1,27.0,Froid H S,MT,Tier 1
3011650,3,112.0,Fromberg K-12,MT,Tier 1
3011670,2,123.0,Frontier Elem,MT,Tier 1
3011730,1,11.0,Galata Elem,MT,Tier 1
3011790,2,153.0,Gallatin Gateway Elem,MT,Tier 1
3011820,2,91.0,Gardiner Elem,MT,Tier 1
3011850,1,48.0,Gardiner H S,MT,Tier 1
3011880,1,58.0,Garfield County H S,MT,Tier 1
3011990,1,2.0,Ross Elem,MT,Tier 1
3012060,1,2.0,Sand Springs Elem,MT,Tier 1
3012210,3,49.0,Geraldine K-12,MT,Tier 1
3012300,3,37.0,Geyser K-12 Schools,MT,Tier 1
3012350,1,14.0,Gildford Colony Elem,MT,Tier 1
3012420,3,777.0,Glasgow K-12 Schools,MT,Tier 1
3012510,3,771.0,Glendive Elem,MT,Tier 1
3012570,1,4.0,Gold Creek Elem,MT,Tier 1
3012600,1,41.0,Golden Ridge Elem,MT,Tier 1
3012840,3,170.0,Philipsburg K-12 Schools,MT,Tier 1
3012900,1,5.0,Grant Elem,MT,Tier 1
3012960,2,55.0,Grass Range Elem,MT,Tier 1
3012990,1,16.0,Grass Range H S,MT,Tier 1
3013040,17,7026.0,Great Falls Elem,MT,Tier 3
3013050,2,2981.0,Great Falls H S,MT,Tier 2
3013110,2,77.0,Greenfield Elem,MT,Tier 1
3013140,1,7.0,Greycliff Elem,MT,Tier 1
3013200,1,21.0,Hall Elem,MT,Tier 1
3013260,4,1498.0,Hamilton K-12 Schools,MT,Tier 1
3013280,1,14.0,Hawks Home Elem,MT,Tier 1
3013310,5,1307.0,Hardin Elem,MT,Tier 1
3013340,1,512.0,Hardin H S,MT,Tier 1
3013360,1,70.0,Plenty Coups H S,MT,Tier 1
3013395,2,453.0,Harlem Elem,MT,Tier 1
3013400,1,171.0,Harlem H S,MT,Tier 1
3013470,3,275.0,Harlowton K-12,MT,Tier 1
3013530,3,96.0,Harrison K-12 Schools,MT,Tier 1
3013560,4,1171.0,Havre Elem,MT,Tier 1
3013590,1,534.0,Havre H S,MT,Tier 1
3013660,3,275.0,Hays-Lodge Pole K-12 Schls,MT,Tier 1
3013800,2,223.0,Helena Flats Elem,MT,Tier 1
3013830,2,2620.0,Helena H S,MT,Tier 2
3013860,4,1473.0,Hellgate Elem,MT,Tier 1
3013890,1,15.0,Helmville Elem,MT,Tier 1
3014070,3,117.0,Highwood K-12,MT,Tier 1
3014150,1,25.0,Cottonwood Elem,MT,Tier 1
3014340,2,53.0,Hinsdale Elem,MT,Tier 1
3014370,1,24.0,Hinsdale H S,MT,Tier 1
3014430,3,124.0,Hobson K-12 Schools,MT,Tier 1
3014640,3,199.0,Hot Springs K-12,MT,Tier 1
3014700,3,721.0,Huntley Project K-12 Schools,MT,Tier 1
3014760,3,68.0,Hysham K-12 Schools,MT,Tier 1
3014820,1,289.0,Independent Elem,MT,Tier 1
3015060,1,6.0,Jackson Elem,MT,Tier 1
3015120,1,290.0,Jefferson H S,MT,Tier 1
3015200,2,245.0,Joliet Elem,MT,Tier 1
3015260,1,121.0,Joliet H S,MT,Tier 1
3015340,2,95.0,Jordan Elem,MT,Tier 1
3015360,2,19.0,Judith Gap Elem,MT,Tier 1
3015390,1,7.0,Judith Gap H S,MT,Tier 1
3015420,2,2952.0,Flathead H S,MT,Tier 2
3015450,7,2883.0,Kalispell Elem,MT,Tier 2
3015510,1,4.0,Kester Elem,MT,Tier 1
3015570,2,182.0,Kila Elem,MT,Tier 1
3015610,1,9.0,King Colony Elem,MT,Tier 1
3015640,1,41.0,Kircher Elem,MT,Tier 1
3015690,1,4.0,Knees Elem,MT,Tier 1
3015900,1,63.0,Upper West Shore Elem,MT,Tier 1
3015930,1,2.0,Swan Lake-Salmon Elem,MT,Tier 1
3015990,2,98.0,Lambert Elem,MT,Tier 1
3016020,1,26.0,Lambert H S,MT,Tier 1
3016050,2,376.0,Lame Deer Elem,MT,Tier 1
3016110,2,70.0,LaMotte Elem,MT,Tier 1
3016200,4,1244.0,Laurel Elem,MT,Tier 1
3016230,1,646.0,Laurel H S,MT,Tier 1
3016290,3,73.0,Lavina K-12 Schools,MT,Tier 1
3016490,4,817.0,Lewistown Elem,MT,Tier 1
3016530,3,1179.0,Libby K-12 Schools,MT,Tier 1
3016710,3,51.0,Lima K-12 Schools,MT,Tier 1
3016770,1,285.0,Lincoln County H S,MT,Tier 1
3016810,3,139.0,Lincoln K-12 Schools,MT,Tier 1
3016880,3,819.0,Livingston Elem,MT,Tier 1
3017010,2,257.0,Lodge Grass Elem,MT,Tier 1
3017040,1,187.0,Lodge Grass H S,MT,Tier 1
3017130,2,533.0,Lolo Elem,MT,Tier 1
3017190,2,171.0,Lone Rock Elem,MT,Tier 1
3017340,1,46.0,Lustre Elem,MT,Tier 1
3017370,1,12.0,Luther Elem,MT,Tier 1
3017460,1,30.0,Alder Elem,MT,Tier 1
3017520,1,10.0,Malmborg Elem,MT,Tier 1
3017580,4,450.0,Malta K-12 Schools,MT,Tier 1
3017610,2,478.0,Manhattan School,MT,Tier 1
3017640,1,249.0,Manhattan High School,MT,Tier 1
3017700,2,143.0,Marion Elem,MT,Tier 1
3018060,1,11.0,McLeod Elem,MT,Tier 1
3018170,3,76.0,Medicine Lake K-12 Schools,MT,Tier 1
3018210,1,9.0,Melrose Elem,MT,Tier 1
3018240,2,41.0,Melstone Elem,MT,Tier 1
3018270,1,25.0,Melstone H S,MT,Tier 1
3018290,1,31.0,Melville Elem,MT,Tier 1
3018410,5,937.0,Miles City Elem,MT,Tier 1
3018540,4,3717.0,Missoula H S,MT,Tier 2
3018570,12,5264.0,Missoula Elem,MT,Tier 3
3018660,1,5.0,Molt Elem,MT,Tier 1
3018750,3,611.0,Monforton Elem,MT,Tier 1
3018780,2,471.0,Montana City Elem,MT,Tier 1
3018870,2,50.0,Moore Elem,MT,Tier 1
3018900,1,26.0,Moore H S,MT,Tier 1
3018960,1,45.0,Morin Elem,MT,Tier 1
3019170,3,110.0,Nashua K-12 Schools,MT,Tier 1
3019310,1,9.0,North Harlem Colony Elem,MT,Tier 1
3019500,1,55.0,Noxon H S,MT,Tier 1
3019530,1,9.0,Nye Elem,MT,Tier 1
3019740,3,37.0,Opheim K-12 Schools,MT,Tier 1
3019950,1,13.0,Ovando Elem,MT,Tier 1
3020040,2,207.0,Park City Elem,MT,Tier 1
3020070,1,102.0,Park City H S,MT,Tier 1
3020100,1,413.0,Park H S,MT,Tier 1
3020170,1,13.0,Pass Creek Elem,MT,Tier 1
3020240,1,12.0,Pendroy Elem,MT,Tier 1
3020670,2,40.0,Pine Creek Elem,MT,Tier 1
3020690,1,7.0,Pine Grove Elem,MT,Tier 1
3020790,1,70.0,Pioneer Elem,MT,Tier 1
3020850,3,450.0,Plains K-12,MT,Tier 1
3020880,1,9.0,Pleasant Valley Elem,MT,Tier 1
3020960,3,364.0,Plentywood K-12 Schools,MT,Tier 1
3021000,3,108.0,Plevna K-12 Schools,MT,Tier 1
3021030,1,11.0,Polaris Elem,MT,Tier 1
3021060,3,1132.0,Polson Elem,MT,Tier 1
3021090,1,507.0,Polson H S,MT,Tier 1
3021150,1,36.0,Miami Elem,MT,Tier 1
3021240,3,649.0,Poplar Elem,MT,Tier 1
3021270,1,252.0,Poplar H S,MT,Tier 1
3021330,2,86.0,Potomac Elem,MT,Tier 1
3021450,1,156.0,Powell County H S,MT,Tier 1
3021480,1,12.0,Garrison Elem,MT,Tier 1
3021510,2,80.0,Power Elem,MT,Tier 1
3021540,1,31.0,Power H S,MT,Tier 1
3021720,2,78.0,Pryor Elem,MT,Tier 1
3021850,2,152.0,Ramsay Elem,MT,Tier 1
3021870,2,41.0,Rapelje Elem,MT,Tier 1
3021900,1,22.0,Rapelje H S,MT,Tier 1
3021960,1,66.0,Rau Elem,MT,Tier 1
3022080,2,307.0,Red Lodge Elem,MT,Tier 1
3022110,1,185.0,Red Lodge H S,MT,Tier 1
3022230,2,45.0,Reed Point Elem,MT,Tier 1
3022260,1,24.0,Reed Point H S,MT,Tier 1
3022290,1,15.0,Reichle Elem,MT,Tier 1
3022370,2,53.0,Richey Elem,MT,Tier 1
3022410,1,26.0,Richey H S,MT,Tier 1
3022710,3,115.0,Roberts K-12 Schools,MT,Tier 1
3022750,2,432.0,Rocky Boy Elem,MT,Tier 1
3022790,3,1084.0,Ronan Elem,MT,Tier 1
3022800,1,367.0,Ronan H S,MT,Tier 1
3022920,3,46.0,Rosebud K-12,MT,Tier 1
3023040,2,343.0,Roundup Elem,MT,Tier 1
3023070,1,166.0,Roundup High School,MT,Tier 1
3023160,3,28.0,Roy K-12 Schools,MT,Tier 1
3023340,3,57.0,Ryegate K-12 Schools,MT,Tier 1
3023370,2,32.0,Saco Elem,MT,Tier 1
3023400,1,16.0,Saco H S,MT,Tier 1
3023520,2,94.0,Savage Elem,MT,Tier 1
3023550,1,25.0,Savage H S,MT,Tier 1
